polyhedron,face_id,n_sides,vertex_ids
GyroelongatedTriangularCupola,F1,4,V3;V12;V13;V5
GyroelongatedTriangularCupola,F2,4,V2;V14;V12;V0
GyroelongatedTriangularCupola,F3,4,V1;V13;V14;V4
GyroelongatedTriangularCupola,F4,3,V3;V5;V11
GyroelongatedTriangularCupola,F5,3,V2;V0;V6
GyroelongatedTriangularCupola,F6,3,V1;V4;V8
GyroelongatedTriangularCupola,F7,3,V3;V11;V7
GyroelongatedTriangularCupola,F8,3,V2;V6;V10
GyroelongatedTriangularCupola,F9,3,V1;V8;V9
GyroelongatedTriangularCupola,F10,3,V3;V7;V0
GyroelongatedTriangularCupola,F11,3,V2;V10;V4
GyroelongatedTriangularCupola,F12,3,V1;V9;V5
GyroelongatedTriangularCupola,F13,3,V3;V0;V12
GyroelongatedTriangularCupola,F14,3,V2;V4;V14
GyroelongatedTriangularCupola,F15,3,V1;V5;V13
GyroelongatedTriangularCupola,F16,3,V0;V7;V6
GyroelongatedTriangularCupola,F17,3,V4;V10;V8
GyroelongatedTriangularCupola,F18,3,V5;V9;V11
GyroelongatedTriangularCupola,F19,3,V12;V14;V13
GyroelongatedSquareCupola,F0,8,V10;V12;V8;V13;V11;V15;V9;V14
GyroelongatedSquareCupola,F1,4,V16;V18;V19;V17
GyroelongatedSquareCupola,F2,4,V0;V16;V17;V1
GyroelongatedSquareCupola,F3,4,V6;V18;V16;V4
GyroelongatedSquareCupola,F4,4,V3;V19;V18;V2
GyroelongatedSquareCupola,F5,4,V5;V17;V19;V7
GyroelongatedSquareCupola,F6,3,V0;V1;V8
GyroelongatedSquareCupola,F7,3,V6;V4;V10
GyroelongatedSquareCupola,F8,3,V3;V2;V9
GyroelongatedSquareCupola,F9,3,V5;V7;V11
GyroelongatedSquareCupola,F10,3,V0;V8;V12
GyroelongatedSquareCupola,F11,3,V6;V10;V14
GyroelongatedSquareCupola,F12,3,V3;V9;V15
GyroelongatedSquareCupola,F13,3,V5;V11;V13
GyroelongatedSquareCupola,F14,3,V0;V12;V4
GyroelongatedSquareCupola,F15,3,V6;V14;V2
GyroelongatedSquareCupola,F16,3,V3;V15;V7
GyroelongatedSquareCupola,F17,3,V5;V13;V1
GyroelongatedSquareCupola,F18,3,V0;V4;V16
GyroelongatedSquareCupola,F19,3,V6;V2;V18
GyroelongatedSquareCupola,F20,3,V3;V7;V19
GyroelongatedSquareCupola,F21,3,V5;V1;V17
GyroelongatedSquareCupola,F22,3,V4;V12;V10
GyroelongatedSquareCupola,F23,3,V2;V14;V9
GyroelongatedSquareCupola,F24,3,V7;V15;V11
GyroelongatedSquareCupola,F25,3,V1;V13;V8
GyroelongatedPentagonalCupola,F0,10,V10;V11;V15;V19;V17;V13;V12;V16;V18;V14
GyroelongatedPentagonalCupola,F1,5,V20;V24;V21;V23;V22
GyroelongatedPentagonalCupola,F2,4,V0;V20;V22;V3
GyroelongatedPentagonalCupola,F3,4,V6;V24;V20;V2
GyroelongatedPentagonalCupola,F4,4,V4;V21;V24;V8
GyroelongatedPentagonalCupola,F5,4,V5;V23;V21;V1
GyroelongatedPentagonalCupola,F6,4,V7;V22;V23;V9
GyroelongatedPentagonalCupola,F7,3,V0;V3;V11
GyroelongatedPentagonalCupola,F8,3,V6;V2;V14
GyroelongatedPentagonalCupola,F9,3,V4;V8;V16
GyroelongatedPentagonalCupola,F10,3,V5;V1;V13
GyroelongatedPentagonalCupola,F11,3,V7;V9;V19
GyroelongatedPentagonalCupola,F12,3,V0;V11;V10
GyroelongatedPentagonalCupola,F13,3,V6;V14;V18
GyroelongatedPentagonalCupola,F14,3,V4;V16;V12
GyroelongatedPentagonalCupola,F15,3,V5;V13;V17
GyroelongatedPentagonalCupola,F16,3,V7;V19;V15
GyroelongatedPentagonalCupola,F17,3,V0;V10;V2
GyroelongatedPentagonalCupola,F18,3,V6;V18;V8
GyroelongatedPentagonalCupola,F19,3,V4;V12;V1
GyroelongatedPentagonalCupola,F20,3,V5;V17;V9
GyroelongatedPentagonalCupola,F21,3,V7;V15;V3
GyroelongatedPentagonalCupola,F22,3,V0;V2;V20
GyroelongatedPentagonalCupola,F23,3,V6;V8;V24
GyroelongatedPentagonalCupola,F24,3,V4;V1;V21
GyroelongatedPentagonalCupola,F25,3,V5;V9;V23
GyroelongatedPentagonalCupola,F26,3,V7;V3;V22
GyroelongatedPentagonalCupola,F27,3,V2;V10;V14
GyroelongatedPentagonalCupola,F28,3,V8;V18;V16
GyroelongatedPentagonalCupola,F29,3,V1;V12;V13
GyroelongatedPentagonalCupola,F30,3,V9;V17;V19
GyroelongatedPentagonalCupola,F31,3,V3;V15;V11
GyroelongatedPentagonalRotunda,F0,10,V10;V11;V15;V19;V17;V13;V12;V16;V18;V14
GyroelongatedPentagonalRotunda,F1,5,V25;V29;V26;V28;V27
GyroelongatedPentagonalRotunda,F2,5,V2;V22;V25;V20;V0
GyroelongatedPentagonalRotunda,F3,5,V8;V23;V29;V22;V6
GyroelongatedPentagonalRotunda,F4,5,V1;V21;V26;V23;V4
GyroelongatedPentagonalRotunda,F5,5,V9;V24;V28;V21;V5
GyroelongatedPentagonalRotunda,F6,5,V3;V20;V27;V24;V7
GyroelongatedPentagonalRotunda,F7,3,V2;V0;V10
GyroelongatedPentagonalRotunda,F8,3,V8;V6;V18
GyroelongatedPentagonalRotunda,F9,3,V1;V4;V12
GyroelongatedPentagonalRotunda,F10,3,V9;V5;V17
GyroelongatedPentagonalRotunda,F11,3,V3;V7;V15
GyroelongatedPentagonalRotunda,F12,3,V2;V10;V14
GyroelongatedPentagonalRotunda,F13,3,V8;V18;V16
GyroelongatedPentagonalRotunda,F14,3,V1;V12;V13
GyroelongatedPentagonalRotunda,F15,3,V9;V17;V19
GyroelongatedPentagonalRotunda,F16,3,V3;V15;V11
GyroelongatedPentagonalRotunda,F17,3,V2;V14;V6
GyroelongatedPentagonalRotunda,F18,3,V8;V16;V4
GyroelongatedPentagonalRotunda,F19,3,V1;V13;V5
GyroelongatedPentagonalRotunda,F20,3,V9;V19;V7
GyroelongatedPentagonalRotunda,F21,3,V3;V11;V0
GyroelongatedPentagonalRotunda,F22,3,V2;V6;V22
GyroelongatedPentagonalRotunda,F23,3,V8;V4;V23
GyroelongatedPentagonalRotunda,F24,3,V1;V5;V21
GyroelongatedPentagonalRotunda,F25,3,V9;V7;V24
GyroelongatedPentagonalRotunda,F26,3,V3;V0;V20
GyroelongatedPentagonalRotunda,F27,3,V6;V14;V18
GyroelongatedPentagonalRotunda,F28,3,V4;V16;V12
GyroelongatedPentagonalRotunda,F29,3,V5;V13;V17
GyroelongatedPentagonalRotunda,F30,3,V7;V19;V15
GyroelongatedPentagonalRotunda,F31,3,V0;V11;V10
GyroelongatedPentagonalRotunda,F32,3,V25;V27;V20
GyroelongatedPentagonalRotunda,F33,3,V29;V25;V22
GyroelongatedPentagonalRotunda,F34,3,V26;V29;V23
GyroelongatedPentagonalRotunda,F35,3,V28;V26;V21
GyroelongatedPentagonalRotunda,F36,3,V27;V28;V24
Gyrobifastigium,F0,4,V0;V4;V6;V1
Gyrobifastigium,F1,4,V0;V1;V7;V5
Gyrobifastigium,F2,4,V2;V4;V5;V3
Gyrobifastigium,F3,4,V2;V3;V7;V6
Gyrobifastigium,F4,3,V0;V5;V4
Gyrobifastigium,F5,3,V1;V6;V7
Gyrobifastigium,F6,3,V2;V6;V4
Gyrobifastigium,F7,3,V3;V5;V7
TriangularOrthobicupola,F0,4,V10;V0;V2;V8
TriangularOrthobicupola,F1,4,V5;V2;V1;V11
TriangularOrthobicupola,F2,4,V7;V1;V0;V4
TriangularOrthobicupola,F3,4,V10;V8;V9;V6
TriangularOrthobicupola,F4,4,V5;V11;V3;V9
TriangularOrthobicupola,F5,4,V7;V4;V6;V3
TriangularOrthobicupola,F6,3,V10;V6;V4
TriangularOrthobicupola,F7,3,V5;V9;V8
TriangularOrthobicupola,F8,3,V7;V3;V11
TriangularOrthobicupola,F9,3,V10;V4;V0
TriangularOrthobicupola,F10,3,V5;V8;V2
TriangularOrthobicupola,F11,3,V7;V11;V1
TriangularOrthobicupola,F12,3,V0;V1;V2
TriangularOrthobicupola,F13,3,V3;V6;V9
SquareOrthobicupola,F0,4,V8;V12;V14;V10
SquareOrthobicupola,F1,4,V13;V9;V11;V15
SquareOrthobicupola,F2,4,V0;V8;V10;V1
SquareOrthobicupola,F3,4,V6;V12;V8;V4
SquareOrthobicupola,F4,4,V3;V14;V12;V2
SquareOrthobicupola,F5,4,V5;V10;V14;V7
SquareOrthobicupola,F6,4,V0;V1;V11;V9
SquareOrthobicupola,F7,4,V6;V4;V9;V13
SquareOrthobicupola,F8,4,V3;V2;V13;V15
SquareOrthobicupola,F9,4,V5;V7;V15;V11
SquareOrthobicupola,F10,3,V0;V9;V4
SquareOrthobicupola,F11,3,V6;V13;V2
SquareOrthobicupola,F12,3,V3;V15;V7
SquareOrthobicupola,F13,3,V5;V11;V1
SquareOrthobicupola,F14,3,V0;V4;V8
SquareOrthobicupola,F15,3,V6;V2;V12
SquareOrthobicupola,F16,3,V3;V7;V14
SquareOrthobicupola,F17,3,V5;V1;V10
SquareGyrobicupola,F0,4,V8;V10;V9;V11
SquareGyrobicupola,F1,4,V12;V13;V15;V14
SquareGyrobicupola,F2,4,V1;V8;V11;V5
SquareGyrobicupola,F3,4,V4;V10;V8;V0
SquareGyrobicupola,F4,4,V2;V9;V10;V6
SquareGyrobicupola,F5,4,V7;V11;V9;V3
SquareGyrobicupola,F6,4,V1;V13;V12;V0
SquareGyrobicupola,F7,4,V4;V12;V14;V6
SquareGyrobicupola,F8,4,V2;V14;V15;V3
SquareGyrobicupola,F9,4,V7;V15;V13;V5
SquareGyrobicupola,F10,3,V1;V5;V13
SquareGyrobicupola,F11,3,V4;V0;V12
SquareGyrobicupola,F12,3,V2;V6;V14
SquareGyrobicupola,F13,3,V7;V3;V15
SquareGyrobicupola,F14,3,V1;V0;V8
SquareGyrobicupola,F15,3,V4;V6;V10
SquareGyrobicupola,F16,3,V2;V3;V9
SquareGyrobicupola,F17,3,V7;V5;V11
PentagonalOrthobicupola,F0,5,V10;V12;V16;V18;V14
PentagonalOrthobicupola,F1,5,V11;V15;V19;V17;V13
PentagonalOrthobicupola,F2,4,V3;V10;V14;V7
PentagonalOrthobicupola,F3,4,V6;V12;V10;V2
PentagonalOrthobicupola,F4,4,V8;V16;V12;V0
PentagonalOrthobicupola,F5,4,V5;V18;V16;V4
PentagonalOrthobicupola,F6,4,V1;V14;V18;V9
PentagonalOrthobicupola,F7,4,V3;V7;V15;V11
PentagonalOrthobicupola,F8,4,V6;V2;V11;V13
PentagonalOrthobicupola,F9,4,V8;V0;V13;V17
PentagonalOrthobicupola,F10,4,V5;V4;V17;V19
PentagonalOrthobicupola,F11,4,V1;V9;V19;V15
PentagonalOrthobicupola,F12,3,V3;V11;V2
PentagonalOrthobicupola,F13,3,V6;V13;V0
PentagonalOrthobicupola,F14,3,V8;V17;V4
PentagonalOrthobicupola,F15,3,V5;V19;V9
PentagonalOrthobicupola,F16,3,V1;V15;V7
PentagonalOrthobicupola,F17,3,V3;V2;V10
PentagonalOrthobicupola,F18,3,V6;V0;V12
PentagonalOrthobicupola,F19,3,V8;V4;V16
PentagonalOrthobicupola,F20,3,V5;V9;V18
PentagonalOrthobicupola,F21,3,V1;V7;V14
PentagonalGyrobicupola,F0,5,V10;V13;V19;V18;V12
PentagonalGyrobicupola,F1,5,V11;V15;V17;V16;V14
PentagonalGyrobicupola,F2,4,V6;V10;V12;V2
PentagonalGyrobicupola,F3,4,V3;V13;V10;V7
PentagonalGyrobicupola,F4,4,V5;V19;V13;V1
PentagonalGyrobicupola,F5,4,V8;V18;V19;V9
PentagonalGyrobicupola,F6,4,V0;V12;V18;V4
PentagonalGyrobicupola,F7,4,V6;V16;V17;V7
PentagonalGyrobicupola,F8,4,V3;V17;V15;V1
PentagonalGyrobicupola,F9,4,V5;V15;V11;V9
PentagonalGyrobicupola,F10,4,V8;V11;V14;V4
PentagonalGyrobicupola,F11,4,V0;V14;V16;V2
PentagonalGyrobicupola,F12,3,V6;V2;V16
PentagonalGyrobicupola,F13,3,V3;V7;V17
PentagonalGyrobicupola,F14,3,V5;V1;V15
PentagonalGyrobicupola,F15,3,V8;V9;V11
PentagonalGyrobicupola,F16,3,V0;V4;V14
PentagonalGyrobicupola,F17,3,V6;V7;V10
PentagonalGyrobicupola,F18,3,V3;V1;V13
PentagonalGyrobicupola,F19,3,V5;V9;V19
PentagonalGyrobicupola,F20,3,V8;V4;V18
PentagonalGyrobicupola,F21,3,V0;V2;V12
PentagonalOrthocupolarotunda,F0,5,V3;V18;V14;V15;V19
PentagonalOrthocupolarotunda,F1,5,V20;V22;V24;V23;V21
PentagonalOrthocupolarotunda,F2,5,V10;V16;V3;V17;V11
PentagonalOrthocupolarotunda,F3,5,V0;V8;V18;V16;V4
PentagonalOrthocupolarotunda,F4,5,V12;V2;V14;V8;V6
PentagonalOrthocupolarotunda,F5,5,V7;V9;V15;V2;V13
PentagonalOrthocupolarotunda,F6,5,V5;V17;V19;V9;V1
PentagonalOrthocupolarotunda,F7,4,V10;V20;V21;V4
PentagonalOrthocupolarotunda,F8,4,V0;V21;V23;V6
PentagonalOrthocupolarotunda,F9,4,V12;V23;V24;V13
PentagonalOrthocupolarotunda,F10,4,V7;V24;V22;V1
PentagonalOrthocupolarotunda,F11,4,V5;V22;V20;V11
PentagonalOrthocupolarotunda,F12,3,V10;V11;V20
PentagonalOrthocupolarotunda,F13,3,V0;V4;V21
PentagonalOrthocupolarotunda,F14,3,V12;V6;V23
PentagonalOrthocupolarotunda,F15,3,V7;V13;V24
PentagonalOrthocupolarotunda,F16,3,V5;V1;V22
PentagonalOrthocupolarotunda,F17,3,V10;V4;V16
PentagonalOrthocupolarotunda,F18,3,V0;V6;V8
PentagonalOrthocupolarotunda,F19,3,V12;V13;V2
PentagonalOrthocupolarotunda,F20,3,V7;V1;V9
PentagonalOrthocupolarotunda,F21,3,V5;V11;V17
PentagonalOrthocupolarotunda,F22,3,V3;V19;V17
PentagonalOrthocupolarotunda,F23,3,V18;V3;V16
PentagonalOrthocupolarotunda,F24,3,V14;V18;V8
PentagonalOrthocupolarotunda,F25,3,V15;V14;V2
PentagonalOrthocupolarotunda,F26,3,V19;V15;V9
PentagonalGyrocupolarotunda,F0,5,V3;V16;V10;V11;V17
PentagonalGyrocupolarotunda,F1,5,V20;V23;V21;V22;V24
PentagonalGyrocupolarotunda,F2,5,V14;V18;V3;V19;V15
PentagonalGyrocupolarotunda,F3,5,V0;V4;V16;V18;V8
PentagonalGyrocupolarotunda,F4,5,V12;V2;V10;V4;V6
PentagonalGyrocupolarotunda,F5,5,V7;V5;V11;V2;V13
PentagonalGyrocupolarotunda,F6,5,V9;V19;V17;V5;V1
PentagonalGyrocupolarotunda,F7,4,V14;V15;V22;V21
PentagonalGyrocupolarotunda,F8,4,V0;V8;V21;V23
PentagonalGyrocupolarotunda,F9,4,V12;V6;V23;V20
PentagonalGyrocupolarotunda,F10,4,V7;V13;V20;V24
PentagonalGyrocupolarotunda,F11,4,V9;V1;V24;V22
PentagonalGyrocupolarotunda,F12,3,V14;V21;V8
PentagonalGyrocupolarotunda,F13,3,V0;V23;V6
PentagonalGyrocupolarotunda,F14,3,V12;V20;V13
PentagonalGyrocupolarotunda,F15,3,V7;V24;V1
PentagonalGyrocupolarotunda,F16,3,V9;V22;V15
PentagonalGyrocupolarotunda,F17,3,V14;V8;V18
PentagonalGyrocupolarotunda,F18,3,V0;V6;V4
PentagonalGyrocupolarotunda,F19,3,V12;V13;V2
PentagonalGyrocupolarotunda,F20,3,V7;V1;V5
PentagonalGyrocupolarotunda,F21,3,V9;V15;V19
PentagonalGyrocupolarotunda,F22,3,V3;V17;V19
PentagonalGyrocupolarotunda,F23,3,V16;V3;V18
PentagonalGyrocupolarotunda,F24,3,V10;V16;V4
PentagonalGyrocupolarotunda,F25,3,V11;V10;V2
PentagonalGyrocupolarotunda,F26,3,V17;V11;V5
PentagonalOrthobirotunda,F0,5,V18;V12;V16;V14;V10
PentagonalOrthobirotunda,F1,5,V19;V11;V15;V17;V13
PentagonalOrthobirotunda,F2,5,V26;V18;V24;V6;V8
PentagonalOrthobirotunda,F3,5,V22;V12;V26;V4;V1
PentagonalOrthobirotunda,F4,5,V28;V16;V22;V5;V9
PentagonalOrthobirotunda,F5,5,V20;V14;V28;V7;V3
PentagonalOrthobirotunda,F6,5,V24;V10;V20;V0;V2
PentagonalOrthobirotunda,F7,5,V25;V19;V27;V8;V6
PentagonalOrthobirotunda,F8,5,V21;V11;V25;V2;V0
PentagonalOrthobirotunda,F9,5,V29;V15;V21;V3;V7
PentagonalOrthobirotunda,F10,5,V23;V17;V29;V9;V5
PentagonalOrthobirotunda,F11,5,V27;V13;V23;V1;V4
PentagonalOrthobirotunda,F12,3,V26;V8;V4
PentagonalOrthobirotunda,F13,3,V22;V1;V5
PentagonalOrthobirotunda,F14,3,V28;V9;V7
PentagonalOrthobirotunda,F15,3,V20;V3;V0
PentagonalOrthobirotunda,F16,3,V24;V2;V6
PentagonalOrthobirotunda,F17,3,V26;V12;V18
PentagonalOrthobirotunda,F18,3,V22;V16;V12
PentagonalOrthobirotunda,F19,3,V28;V14;V16
PentagonalOrthobirotunda,F20,3,V20;V10;V14
PentagonalOrthobirotunda,F21,3,V24;V18;V10
PentagonalOrthobirotunda,F22,3,V25;V6;V2
PentagonalOrthobirotunda,F23,3,V21;V0;V3
PentagonalOrthobirotunda,F24,3,V29;V7;V9
PentagonalOrthobirotunda,F25,3,V23;V5;V1
PentagonalOrthobirotunda,F26,3,V27;V4;V8
PentagonalOrthobirotunda,F27,3,V25;V11;V19
PentagonalOrthobirotunda,F28,3,V21;V15;V11
PentagonalOrthobirotunda,F29,3,V29;V17;V15
PentagonalOrthobirotunda,F30,3,V23;V13;V17
PentagonalOrthobirotunda,F31,3,V27;V19;V13
ElongatedTriangularOrthobicupola,F0,4,V8;V12;V14;V3
ElongatedTriangularOrthobicupola,F1,4,V10;V13;V12;V4
ElongatedTriangularOrthobicupola,F2,4,V7;V14;V13;V0
ElongatedTriangularOrthobicupola,F3,4,V6;V15;V16;V2
ElongatedTriangularOrthobicupola,F4,4,V11;V17;V15;V1
ElongatedTriangularOrthobicupola,F5,4,V9;V16;V17;V5
ElongatedTriangularOrthobicupola,F6,4,V8;V3;V11;V1
ElongatedTriangularOrthobicupola,F7,4,V10;V4;V6;V2
ElongatedTriangularOrthobicupola,F8,4,V7;V0;V9;V5
ElongatedTriangularOrthobicupola,F9,4,V8;V1;V6;V4
ElongatedTriangularOrthobicupola,F10,4,V10;V2;V9;V0
ElongatedTriangularOrthobicupola,F11,4,V7;V5;V11;V3
ElongatedTriangularOrthobicupola,F12,3,V8;V4;V12
ElongatedTriangularOrthobicupola,F13,3,V10;V0;V13
ElongatedTriangularOrthobicupola,F14,3,V7;V3;V14
ElongatedTriangularOrthobicupola,F15,3,V6;V1;V15
ElongatedTriangularOrthobicupola,F16,3,V11;V5;V17
ElongatedTriangularOrthobicupola,F17,3,V9;V2;V16
ElongatedTriangularOrthobicupola,F18,3,V12;V13;V14
ElongatedTriangularOrthobicupola,F19,3,V15;V17;V16
ElongatedTriangularGyrobicupola,F0,4,V10;V14;V12;V4
ElongatedTriangularGyrobicupola,F1,4,V7;V16;V14;V0
ElongatedTriangularGyrobicupola,F2,4,V8;V12;V16;V3
ElongatedTriangularGyrobicupola,F3,4,V1;V15;V17;V6
ElongatedTriangularGyrobicupola,F4,4,V5;V13;V15;V11
ElongatedTriangularGyrobicupola,F5,4,V2;V17;V13;V9
ElongatedTriangularGyrobicupola,F6,4,V10;V4;V6;V2
ElongatedTriangularGyrobicupola,F7,4,V7;V0;V9;V5
ElongatedTriangularGyrobicupola,F8,4,V8;V3;V11;V1
ElongatedTriangularGyrobicupola,F9,4,V10;V2;V9;V0
ElongatedTriangularGyrobicupola,F10,4,V7;V5;V11;V3
ElongatedTriangularGyrobicupola,F11,4,V8;V1;V6;V4
ElongatedTriangularGyrobicupola,F12,3,V10;V0;V14
ElongatedTriangularGyrobicupola,F13,3,V7;V3;V16
ElongatedTriangularGyrobicupola,F14,3,V8;V4;V12
ElongatedTriangularGyrobicupola,F15,3,V1;V11;V15
ElongatedTriangularGyrobicupola,F16,3,V5;V9;V13
ElongatedTriangularGyrobicupola,F17,3,V2;V6;V17
ElongatedTriangularGyrobicupola,F18,3,V14;V16;V12
ElongatedTriangularGyrobicupola,F19,3,V15;V13;V17
ElongatedPentagonalOrthobicupola,F0,5,V20;V28;V22;V26;V24
ElongatedPentagonalOrthobicupola,F1,5,V21;V25;V27;V23;V29
ElongatedPentagonalOrthobicupola,F2,4,V0;V20;V24;V6
ElongatedPentagonalOrthobicupola,F3,4,V12;V28;V20;V4
ElongatedPentagonalOrthobicupola,F4,4,V8;V22;V28;V16
ElongatedPentagonalOrthobicupola,F5,4,V10;V26;V22;V2
ElongatedPentagonalOrthobicupola,F6,4,V14;V24;V26;V18
ElongatedPentagonalOrthobicupola,F7,4,V5;V21;V29;V13
ElongatedPentagonalOrthobicupola,F8,4,V7;V25;V21;V1
ElongatedPentagonalOrthobicupola,F9,4,V19;V27;V25;V15
ElongatedPentagonalOrthobicupola,F10,4,V3;V23;V27;V11
ElongatedPentagonalOrthobicupola,F11,4,V17;V29;V23;V9
ElongatedPentagonalOrthobicupola,F12,4,V0;V6;V7;V1
ElongatedPentagonalOrthobicupola,F13,4,V12;V4;V5;V13
ElongatedPentagonalOrthobicupola,F14,4,V8;V16;V17;V9
ElongatedPentagonalOrthobicupola,F15,4,V10;V2;V3;V11
ElongatedPentagonalOrthobicupola,F16,4,V14;V18;V19;V15
ElongatedPentagonalOrthobicupola,F17,4,V0;V1;V5;V4
ElongatedPentagonalOrthobicupola,F18,4,V12;V13;V17;V16
ElongatedPentagonalOrthobicupola,F19,4,V8;V9;V3;V2
ElongatedPentagonalOrthobicupola,F20,4,V10;V11;V19;V18
ElongatedPentagonalOrthobicupola,F21,4,V14;V15;V7;V6
ElongatedPentagonalOrthobicupola,F22,3,V0;V4;V20
ElongatedPentagonalOrthobicupola,F23,3,V12;V16;V28
ElongatedPentagonalOrthobicupola,F24,3,V8;V2;V22
ElongatedPentagonalOrthobicupola,F25,3,V10;V18;V26
ElongatedPentagonalOrthobicupola,F26,3,V14;V6;V24
ElongatedPentagonalOrthobicupola,F27,3,V5;V1;V21
ElongatedPentagonalOrthobicupola,F28,3,V7;V15;V25
ElongatedPentagonalOrthobicupola,F29,3,V19;V11;V27
ElongatedPentagonalOrthobicupola,F30,3,V3;V9;V23
ElongatedPentagonalOrthobicupola,F31,3,V17;V13;V29
ElongatedPentagonalGyrobicupola,F0,5,V20;V28;V22;V26;V24
ElongatedPentagonalGyrobicupola,F1,5,V21;V29;V23;V27;V25
ElongatedPentagonalGyrobicupola,F2,4,V0;V20;V24;V6
ElongatedPentagonalGyrobicupola,F3,4,V12;V28;V20;V4
ElongatedPentagonalGyrobicupola,F4,4,V8;V22;V28;V16
ElongatedPentagonalGyrobicupola,F5,4,V10;V26;V22;V2
ElongatedPentagonalGyrobicupola,F6,4,V14;V24;V26;V18
ElongatedPentagonalGyrobicupola,F7,4,V1;V21;V25;V5
ElongatedPentagonalGyrobicupola,F8,4,V15;V29;V21;V7
ElongatedPentagonalGyrobicupola,F9,4,V11;V23;V29;V19
ElongatedPentagonalGyrobicupola,F10,4,V9;V27;V23;V3
ElongatedPentagonalGyrobicupola,F11,4,V13;V25;V27;V17
ElongatedPentagonalGyrobicupola,F12,4,V0;V6;V7;V1
ElongatedPentagonalGyrobicupola,F13,4,V12;V4;V5;V13
ElongatedPentagonalGyrobicupola,F14,4,V8;V16;V17;V9
ElongatedPentagonalGyrobicupola,F15,4,V10;V2;V3;V11
ElongatedPentagonalGyrobicupola,F16,4,V14;V18;V19;V15
ElongatedPentagonalGyrobicupola,F17,4,V0;V1;V5;V4
ElongatedPentagonalGyrobicupola,F18,4,V12;V13;V17;V16
ElongatedPentagonalGyrobicupola,F19,4,V8;V9;V3;V2
ElongatedPentagonalGyrobicupola,F20,4,V10;V11;V19;V18
ElongatedPentagonalGyrobicupola,F21,4,V14;V15;V7;V6
ElongatedPentagonalGyrobicupola,F22,3,V0;V4;V20
ElongatedPentagonalGyrobicupola,F23,3,V12;V16;V28
ElongatedPentagonalGyrobicupola,F24,3,V8;V2;V22
ElongatedPentagonalGyrobicupola,F25,3,V10;V18;V26
ElongatedPentagonalGyrobicupola,F26,3,V14;V6;V24
ElongatedPentagonalGyrobicupola,F27,3,V1;V7;V21
ElongatedPentagonalGyrobicupola,F28,3,V15;V19;V29
ElongatedPentagonalGyrobicupola,F29,3,V11;V3;V23
ElongatedPentagonalGyrobicupola,F30,3,V9;V17;V27
ElongatedPentagonalGyrobicupola,F31,3,V13;V5;V25
ElongatedPentagonalOrthocupolarotunda,F0,5,V25;V29;V26;V28;V27
ElongatedPentagonalOrthocupolarotunda,F1,5,V30;V32;V33;V31;V34
ElongatedPentagonalOrthocupolarotunda,F2,5,V22;V25;V20;V0;V4
ElongatedPentagonalOrthocupolarotunda,F3,5,V23;V29;V22;V12;V16
ElongatedPentagonalOrthocupolarotunda,F4,5,V21;V26;V23;V8;V2
ElongatedPentagonalOrthocupolarotunda,F5,5,V24;V28;V21;V10;V18
ElongatedPentagonalOrthocupolarotunda,F6,5,V20;V27;V24;V14;V6
ElongatedPentagonalOrthocupolarotunda,F7,4,V5;V30;V34;V13
ElongatedPentagonalOrthocupolarotunda,F8,4,V7;V32;V30;V1
ElongatedPentagonalOrthocupolarotunda,F9,4,V19;V33;V32;V15
ElongatedPentagonalOrthocupolarotunda,F10,4,V3;V31;V33;V11
ElongatedPentagonalOrthocupolarotunda,F11,4,V17;V34;V31;V9
ElongatedPentagonalOrthocupolarotunda,F12,4,V5;V13;V12;V4
ElongatedPentagonalOrthocupolarotunda,F13,4,V7;V1;V0;V6
ElongatedPentagonalOrthocupolarotunda,F14,4,V19;V15;V14;V18
ElongatedPentagonalOrthocupolarotunda,F15,4,V3;V11;V10;V2
ElongatedPentagonalOrthocupolarotunda,F16,4,V17;V9;V8;V16
ElongatedPentagonalOrthocupolarotunda,F17,4,V5;V4;V0;V1
ElongatedPentagonalOrthocupolarotunda,F18,4,V7;V6;V14;V15
ElongatedPentagonalOrthocupolarotunda,F19,4,V19;V18;V10;V11
ElongatedPentagonalOrthocupolarotunda,F20,4,V3;V2;V8;V9
ElongatedPentagonalOrthocupolarotunda,F21,4,V17;V16;V12;V13
ElongatedPentagonalOrthocupolarotunda,F22,3,V22;V4;V12
ElongatedPentagonalOrthocupolarotunda,F23,3,V23;V16;V8
ElongatedPentagonalOrthocupolarotunda,F24,3,V21;V2;V10
ElongatedPentagonalOrthocupolarotunda,F25,3,V24;V18;V14
ElongatedPentagonalOrthocupolarotunda,F26,3,V20;V6;V0
ElongatedPentagonalOrthocupolarotunda,F27,3,V22;V29;V25
ElongatedPentagonalOrthocupolarotunda,F28,3,V23;V26;V29
ElongatedPentagonalOrthocupolarotunda,F29,3,V21;V28;V26
ElongatedPentagonalOrthocupolarotunda,F30,3,V24;V27;V28
ElongatedPentagonalOrthocupolarotunda,F31,3,V20;V25;V27
ElongatedPentagonalOrthocupolarotunda,F32,3,V5;V1;V30
ElongatedPentagonalOrthocupolarotunda,F33,3,V7;V15;V32
ElongatedPentagonalOrthocupolarotunda,F34,3,V19;V11;V33
ElongatedPentagonalOrthocupolarotunda,F35,3,V3;V9;V31
ElongatedPentagonalOrthocupolarotunda,F36,3,V17;V13;V34
ElongatedPentagonalGyrocupolarotunda,F0,5,V25;V29;V26;V28;V27
